occurrences_mean,occurrences_std,bytes_mean,bytes_std,server_mean,server_std,bytes_co_var,occurrences_co_var,server_co_var,org,occurPerServer
11,2.83,1669.5,153.44,2,1.41,0.0919,0.2571,0.7071,GOOGLE,5.5
1,1.41,71,100.41,0.5,0.71,1.4142,1.4142,1.4142,FACEBOOK,2.0
3,4.24,417.5,590.43,0.5,0.71,1.4142,1.4142,1.4142,Jisc Services Limited,6.0
1,1.41,100,141.42,0.5,0.71,1.4142,1.4142,1.4142,FASTLY,2.0
1,1.41,52,73.54,0.5,0.71,1.4142,1.4142,1.4142,MICROSOFT-CORP-MSN-AS-BLOCK,2.0
247.5,222.74,221221.5,259607.89,4.5,0.71,1.1735,0.9,0.1571,AMAZON-02,55.0
12.5,17.68,6255.5,8846.61,1,1.41,1.4142,1.4142,1.4142,SOFTLAYER,12.5
0,0.0,0,0.0,0,0.0,-1.0,-1.0,-1.0,,0.0
