ORG,OCCURENCE
MICROSOFT-CORP-MSN-AS-BLOCK,6.5
APPLE-ENGINEERING,8.0
EDGECAST,3.5
AMAZON-02,4.0
LEVEL3,1.0
LLNW,1.0
