ORG,OCCURENCE
Jisc Services Limited,-2
GOOGLE,-76
CLOUDFLARENET,-2
EDGECAST,-10
AMAZON-02,-110
AKAMAI-AS,-8
Netic A/S,-4
AS-PUBMATIC,-14
"SpotXchange, INC",-5
RUBICONPROJECT,-4
SUCURI-SEC,-2
ASN-APPNEX,-6
COGENT-174,-2
,0
AMAZON-AES,-12
