ORG,OCCURENCE
FACEBOOK,17.5
CLOUDFLARENET,5.0
EDGECAST,23.5
RUBICONPROJECT,9.0
Netic A/S,12.0
AS-PUBMATIC,15.5
SUCURI-SEC,2.5
"SpotXchange, INC",7.0
AMAZON-AES,20.5
TWITTER,6.5
ASN-APPNEX,14.0
APPLE-ENGINEERING,3.0
Akamai International B.V.,3.0
Adform A/S,6.5
