ORG,OCCURENCE
GOOGLE,-90
Virgin Media Limited,-4
,0
AMAZON-02,-260
CLOUDFLARENET,-2
AKAMAI-AS,4
EDGECAST,-12
"SpotXchange, INC",-5
Netic A/S,-2
SUCURI-SEC,-3
RUBICONPROJECT,-3
ASN-APPNEX,-4
