occurrences_mean,occurrences_std,bytes_mean,bytes_std,server_mean,server_std,bytes_co_var,occurrences_co_var,server_co_var,org,occurPerServer
26,33.94,4895,6731.66,3,2.83,1.3752,1.3054,0.9428,GOOGLE,8.6667
2,2.83,271.5,383.96,0.5,0.71,1.4142,1.4142,1.4142,Virgin Media Limited,4.0
0,0.0,0,0.0,0,0.0,-1.0,-1.0,-1.0,,0.0
10.5,6.36,4437.5,5763.63,2,0.0,1.2988,0.6061,0.0,APPLE-ENGINEERING,5.25
10,14.14,4668,6601.55,0.5,0.71,1.4142,1.4142,1.4142,MICROSOFT-CORP-MSN-AS-BLOCK,20.0
5.5,7.78,286,404.47,0.5,0.71,1.4142,1.4142,1.4142,EDGECAST,11.0
2,2.83,104,147.08,0.5,0.71,1.4142,1.4142,1.4142,AMAZON-02,4.0
1,1.41,40,56.57,0.5,0.71,1.4142,1.4142,1.4142,FASTLY,2.0
7.5,10.61,300,424.26,0.5,0.71,1.4142,1.4142,1.4142,CLOUDFLARENET,15.0
