ORG,OCCURENCE
GOOGLE,1152
Virgin Media Limited,81
,0
APPLE-ENGINEERING,44
MICROSOFT-CORP-MSN-AS-BLOCK,57
FACEBOOK,-25
CLOUDFLARENET,28
AMAZON-02,431
EDGECAST,-361
Yahoo! UK Services Limited,-124
SUCURI-SEC,7
THM,3
EBAY,-9
FASTLY,274
AKAMAI-AS,67
LEVEL3,-4
NETFLIX-ASN,-2
YAHOO-SWB,0
LLNW,-7
YAHOO-1,-14
