ORG,OCCURENCE
GOOGLE,868
Virgin Media Limited,88
,0
MICROSOFT-CORP-MSN-AS-BLOCK,57
FACEBOOK,11
APPLE-ENGINEERING,37
CLOUDFLARENET,57
AMAZON-02,384
NETFLIX-ASN,-2
Yahoo! UK Services Limited,-362
EDGECAST,-174
SUCURI-SEC,13
AKAMAI-AS,133
EBAY,34
LEVEL3,-5
FASTLY,328
YAHOO-1,-35
AMAZON-AES,94
internet content provider,-4
YAHOO-SWB,1
YAHOO-YSM-SC8,-1
LLNW,-12
