ORG,OCCURENCE
GOOGLE,-105
Virgin Media Limited,-9
,0
MICROSOFT-CORP-MSN-AS-BLOCK,-124
AMAZON-02,-202
CLOUDFLARENET,-2
APPLE-ENGINEERING,-8
AKAMAI-AS,-36
EDGECAST,-14
AMAZON-AES,-18
Netic A/S,-2
AS-PUBMATIC,-15
"SpotXchange, INC",-6
RUBICONPROJECT,-6
ASN-APPNEX,-2
