ORG,OCCURENCE
GOOGLE,1230
Virgin Media Limited,118
APPLE-ENGINEERING,22
,0
MICROSOFT-CORP-MSN-AS-BLOCK,-10
FACEBOOK,-12
CLOUDFLARENET,-90
AMAZON-02,510
NETFLIX-ASN,-2
Yahoo! UK Services Limited,-116
EDGECAST,-602
FASTLY,269
EBAY,-20
AKAMAI-AS,68
LEVEL3,2
