occurrences_mean,occurrences_std,bytes_mean,bytes_std,server_mean,server_std,bytes_co_var,occurrences_co_var,server_co_var,org,occurPerServer
40,53.74,6446.5,8925.81,3,2.83,1.3846,1.3435,0.9428,GOOGLE,13.3333
40,56.57,12450,17606.96,1,1.41,1.4142,1.4142,1.4142,MICROSOFT-CORP-MSN-AS-BLOCK,40.0
1,1.41,71,100.41,0.5,0.71,1.4142,1.4142,1.4142,FACEBOOK,2.0
2.5,3.54,455,643.47,0.5,0.71,1.4142,1.4142,1.4142,Jisc Services Limited,5.0
2,2.83,104,147.08,0.5,0.71,1.4142,1.4142,1.4142,EDGECAST,4.0
1,1.41,802.5,1134.91,0.5,0.71,1.4142,1.4142,1.4142,WIKIMEDIA,2.0
7,9.9,4230,5982.12,0.5,0.71,1.4142,1.4142,1.4142,APPLE-ENGINEERING,14.0
0,0.0,0,0.0,0,0.0,-1.0,-1.0,-1.0,,0.0
