occurrences_mean,occurrences_std,bytes_mean,bytes_std,server_mean,server_std,bytes_co_var,occurrences_co_var,server_co_var,org,occurPerServer
7.5,9.19,594,766.5,1.5,0.71,1.2904,1.2257,0.4714,GOOGLE,5
2,2.83,209.5,296.28,0.5,0.71,1.4142,1.4142,1.4142,Virgin Media Limited,4
0,0,0,0,0,0,-1,-1,-1,,0
0.5,0.71,62,87.68,0.5,0.71,1.4142,1.4142,1.4142,FACEBOOK,1
1,0,40,0,1,0,0,0,0,MICROSOFT-CORP-MSN-AS-BLOCK,1
1.5,2.12,78,110.31,0.5,0.71,1.4142,1.4142,1.4142,EDGECAST,3
2,2.83,1018.5,1440.38,0.5,0.71,1.4142,1.4142,1.4142,CLOUDFLARENET,4
2.5,3.54,1273.5,1801,0.5,0.71,1.4142,1.4142,1.4142,SUCURI-SEC,5
53.5,75.66,56095,79330.31,1,1.41,1.4142,1.4142,1.4142,THM,53.5
11,15.56,14562.5,20594.49,0.5,0.71,1.4142,1.4142,1.4142,FASTLY,22
17,9.9,9008.5,10516.8,2,0,1.1674,0.5823,0,EBAY,8.5
4,2.83,561,646.3,1,0,1.152,0.7071,0,AMAZON-02,4
14.5,20.51,17337,24518.22,0.5,0.71,1.4142,1.4142,1.4142,AKAMAI-AS,29
