occurrences_mean,occurrences_std,bytes_mean,bytes_std,server_mean,server_std,bytes_co_var,occurrences_co_var,server_co_var,org,occurPerServer
3,1.41,250.5,103.94,1.5,0.71,0.4149,0.4714,0.4714,GOOGLE,2.0
38,53.74,17322,24497.01,1,1.41,1.4142,1.4142,1.4142,MICROSOFT-CORP-MSN-AS-BLOCK,38.0
2.5,3.54,308.5,436.28,0.5,0.71,1.4142,1.4142,1.4142,Jisc Services Limited,5.0
1.5,2.12,91.5,129.4,0.5,0.71,1.4142,1.4142,1.4142,FACEBOOK,3.0
1.5,0.71,92.5,44.55,1.5,0.71,0.4816,0.4714,0.4714,APPLE-ENGINEERING,1.0
1,1.41,52,73.54,0.5,0.71,1.4142,1.4142,1.4142,EDGECAST,2.0
0,0.0,0,0.0,0,0.0,-1.0,-1.0,-1.0,,0.0
1.5,2.12,93.5,132.23,1,1.41,1.4142,1.4142,1.4142,AMAZON-02,1.5
