occurrences_mean,occurrences_std,bytes_mean,bytes_std,server_mean,server_std,bytes_co_var,occurrences_co_var,server_co_var,org,occurPerServer
366,483.66,387623.5,529438.42,7,5.66,1.3659,1.3215,0.8081,GOOGLE,52.2857
4,5.66,403,569.93,0.5,0.71,1.4142,1.4142,1.4142,Virgin Media Limited,8.0
0,0.0,0,0.0,0,0.0,-1.0,-1.0,-1.0,,0.0
2,2.83,120,169.71,1,1.41,1.4142,1.4142,1.4142,APPLE-ENGINEERING,2.0
7,9.9,3611,5106.73,1,1.41,1.4142,1.4142,1.4142,MICROSOFT-CORP-MSN-AS-BLOCK,7.0
