ORG,OCCURENCE
Jisc Services Limited,-15
GOOGLE,-102
FACEBOOK,-2
APPLE-ENGINEERING,0
MICROSOFT-CORP-MSN-AS-BLOCK,2
EDGECAST,-16
AMAZON-02,-557
AKAMAI-AS,-16
TWITTER,-4
RUBICONPROJECT,-10
"SpotXchange, INC",-5
Netic A/S,-4
AS-PUBMATIC,-14
AMAZON-AES,-18
Adform A/S,0
ASN-APPNEX,-4
,0
