ORG,OCCURENCE
FACEBOOK,2.0
EDGECAST,1.0
SUCURI-SEC,6.0
CLOUDFLARENET,3.5
EBAY,9.0
AKAMAI-AS,2.0
Akamai International B.V.,1.0
YOUTUBE,814.0
