ORG,OCCURENCE
GOOGLE,-89
MICROSOFT-CORP-MSN-AS-BLOCK,0
FASTLY,0
Jisc Services Limited,-8
AMAZON-02,-747
FACEBOOK,6
CLOUDFLARENET,-8
EDGECAST,-11
AKAMAI-AS,-4
TWITTER,-4
RUBICONPROJECT,-5
"SpotXchange, INC",-4
Netic A/S,-1
AS-PUBMATIC,-14
AMAZON-AES,-27
ASN-APPNEX,0
COGENT-174,-4
Adform A/S,0
,0
APPLE-ENGINEERING,0
Akamai International B.V.,0
