occurrences_mean,occurrences_std,bytes_mean,bytes_std,server_mean,server_std,bytes_co_var,occurrences_co_var,server_co_var,org,occurPerServer
24.5,33.23,7984,11217.54,2,1.41,1.405,1.3565,0.7071,GOOGLE,12.25
27,28.28,12274,16962.08,2,0.0,1.382,1.0476,0.0,MICROSOFT-CORP-MSN-AS-BLOCK,13.5
1,1.41,171.5,242.54,0.5,0.71,1.4142,1.4142,1.4142,Jisc Services Limited,2.0
0.5,0.71,26,36.77,0.5,0.71,1.4142,1.4142,1.4142,EDGECAST,1.0
7.5,10.61,4802,6791.05,0.5,0.71,1.4142,1.4142,1.4142,APPLE-ENGINEERING,15.0
1,1.41,52,73.54,0.5,0.71,1.4142,1.4142,1.4142,Akamai International B.V.,2.0
5,7.07,200,282.84,0.5,0.71,1.4142,1.4142,1.4142,CLOUDFLARENET,10.0
0,0.0,0,0.0,0,0.0,-1.0,-1.0,-1.0,,0.0
