ORG,OCCURENCE
EDGECAST,3.5
RUBICONPROJECT,1.0
CLOUDFLARENET,2.0
SUCURI-SEC,0.5
ASN-APPNEX,6.5
AKAMAI-AS,5.0
APPLE-ENGINEERING,8.0
Conversant LLC,0.5
AS-PUBMATIC,1.0
MEDIAMATH-INC,0.5
