ORG,OCCURENCE
EDGECAST,5.5
CLOUDFLARENET,2.0
STACKPATH-CDN,1.5
RUBICONPROJECT,0.5
SUCURI-SEC,1.0
AKAMAI-AS,9.0
ASN-APPNEX,3.0
Akamai International B.V.,1.0
Criteo SA,4.0
MEDIAMATH-INC,1.0
PULSEPOINT,1.5
CASALE-MEDIA,1.5
DOUBLE-VERIFY,1.5
