ORG,OCCURENCE
GOOGLE,-80
FACEBOOK,-10
Jisc Services Limited,-16
AMAZON-02,-498
CLOUDFLARENET,-8
APPLE-ENGINEERING,0
EDGECAST,-10
AKAMAI-AS,-10
TWITTER,-4
RUBICONPROJECT,-7
Netic A/S,2
AMAZON-AES,-17
AS-PUBMATIC,-14
"SpotXchange, INC",-6
Adform A/S,0
SUCURI-SEC,-2
FASTLY,-906
,0
ASN-APPNEX,0
