ORG,OCCURENCE
GOOGLE,3
Virgin Media Limited,0
,0
MICROSOFT-CORP-MSN-AS-BLOCK,1
EDGECAST,1
AMAZON-02,-56
APPLE-ENGINEERING,22
AMAZON-AES,-11
