ORG,OCCURENCE
GOOGLE,0
Virgin Media Limited,-46
,0
MICROSOFT-CORP-MSN-AS-BLOCK,8
APPLE-ENGINEERING,7
EDGECAST,2
AMAZON-02,-72
Akamai International B.V.,-286
