ORG,OCCURENCE
GOOGLE,-94
Jisc Services Limited,-11
AMAZON-02,-829
FACEBOOK,-8
EDGECAST,-14
AKAMAI-AS,-16
CLOUDFLARENET,-6
AS-PUBMATIC,-12
AMAZON-AES,-18
TWITTER,-2
COGENT-174,-4
,0
