ORG,OCCURENCE
GOOGLE,20
MICROSOFT-CORP-MSN-AS-BLOCK,0
Jisc Services Limited,-1
APPLE-ENGINEERING,2
EDGECAST,1
AMAZON-02,30
,0
OMNITURE,2
AMAZON-AES,16
