ORG,OCCURENCE
GOOGLE,-58
EDGECAST,-10
AKAMAI-AS,-14
AMAZON-02,-102
RUBICONPROJECT,1
Netic A/S,-2
CLOUDFLARENET,-2
"SpotXchange, INC",-1
AMAZON-AES,-18
SUCURI-SEC,-2
,0
ASN-APPNEX,-1
