occurrences_mean,occurrences_std,bytes_mean,bytes_std,server_mean,server_std,bytes_co_var,occurrences_co_var,server_co_var,org,occurPerServer
17,1.41,10017,8845.91,2.5,2.12,0.8831,0.0832,0.8485,GOOGLE,6.8
1,1.41,71,100.41,0.5,0.71,1.4142,1.4142,1.4142,FACEBOOK,2.0
3,4.24,437,618.01,0.5,0.71,1.4142,1.4142,1.4142,Jisc Services Limited,6.0
0,0.0,0,0.0,0,0.0,-1.0,-1.0,-1.0,,0.0
465.5,635.69,538098.5,750629.91,1,0.0,1.395,1.3656,0.0,AMAZON-02,465.5
