ORG,OCCURENCE
GOOGLE,1124
Virgin Media Limited,78
,0
APPLE-ENGINEERING,60
MICROSOFT-CORP-MSN-AS-BLOCK,40
FACEBOOK,20
CLOUDFLARENET,32
NETFLIX-ASN,-2
Yahoo! UK Services Limited,-106
EDGECAST,-361
APPLE-AUSTIN,0
SUCURI-SEC,7
AMAZON-02,453
THM,2
EBAY,-22
FASTLY,320
AKAMAI-AS,82
LEVEL3,-3
LLNW,-5
YAHOO-SWB,2
YAHOO-1,-18
YAHOO-YSM-SC8,1
internet content provider,9
AMAZON-AES,98
