ORG,OCCURENCE
FACEBOOK,1.0
APPLE-ENGINEERING,0.5
FASTLY,9.5
AKAMAI-AS,2.5
CLOUDFLARENET,19.5
RUBICONPROJECT,0.5
ASN-APPNEX,10.5
Taboola.com ltd,1.5
Akamai International B.V.,2.5
Criteo SA,9.5
AS-PUBMATIC,2.0
Conversant LLC,1.5
MEDIAMATH-INC,1.0
BIDTELLECT,0.5
OVH SAS,2.0
SmartAdServer SAS,1.5
AMAZON-AES,1.5
