ORG,OCCURENCE
CLOUDFLARENET,2.0
AKAMAI-AS,8.5
ASN-APPNEX,4.5
Akamai International B.V.,0.5
Criteo SA,7.0
BIDTELLECT,0.5
FASTLY,1.0
LeaseWeb Netherlands B.V.,1.5
