occurrences_mean,occurrences_std,bytes_mean,bytes_std,server_mean,server_std,bytes_co_var,occurrences_co_var,server_co_var,org,occurPerServer
4.5,6.36,579.5,819.54,0.5,0.71,1.4142,1.4142,1.4142,GOOGLE,9.0
216.5,306.18,161851.5,228892.59,3.5,4.95,1.4142,1.4142,1.4142,MICROSOFT-CORP-MSN-AS-BLOCK,61.8571
2.5,3.54,391.5,553.66,0.5,0.71,1.4142,1.4142,1.4142,Jisc Services Limited,5.0
0.5,0.71,31,43.84,0.5,0.71,1.4142,1.4142,1.4142,APPLE-ENGINEERING,1.0
5,7.07,260,367.7,0.5,0.71,1.4142,1.4142,1.4142,EDGECAST,10.0
0,0.0,0,0.0,0,0.0,-1.0,-1.0,-1.0,,0.0
43.5,16.26,36829,25332.81,1.5,0.71,0.6878,0.3739,0.4714,Akamai International B.V.,29.0
2,2.83,104,147.08,1,1.41,1.4142,1.4142,1.4142,AKAMAI-AS,2.0
2,2.83,104,147.08,0.5,0.71,1.4142,1.4142,1.4142,AMAZON-02,4.0
