ORG,OCCURENCE
GOOGLE,104.0
MICROSOFT-CORP-MSN-AS-BLOCK,4.5
NETFLIX-ASN,4.0
FACEBOOK,11.0
CLOUDFLARENET,11.0
RUBICONPROJECT,8.0
Netic A/S,13.5
AS-PUBMATIC,16.0
AMAZON-AES,26.5
"SpotXchange, INC",7.0
TWITTER,7.0
Adform A/S,7.5
SUCURI-SEC,2.0
ASN-APPNEX,12.0
COGENT-174,4.5
