ORG,OCCURENCE
GOOGLE,1217
Virgin Media Limited,116
,0
MICROSOFT-CORP-MSN-AS-BLOCK,-1
FACEBOOK,-24
CLOUDFLARENET,74
AMAZON-02,524
NETFLIX-ASN,-2
Yahoo! UK Services Limited,48
APPLE-ENGINEERING,73
EDGECAST,-276
THM,14
EBAY,-8
FASTLY,304
AKAMAI-AS,88
YAHOO-SWB,3
internet content provider,1
