occurrences_mean,occurrences_std,bytes_mean,bytes_std,server_mean,server_std,bytes_co_var,occurrences_co_var,server_co_var,org,occurPerServer
1,1.41,72,101.82,0.5,0.71,1.4142,1.4142,1.4142,GOOGLE,2.0
4,5.66,560,791.96,0.5,0.71,1.4142,1.4142,1.4142,Jisc Services Limited,8.0
168.5,238.29,160263.5,226646.82,2.5,3.54,1.4142,1.4142,1.4142,MICROSOFT-CORP-MSN-AS-BLOCK,67.4
1,1.41,52,73.54,0.5,0.71,1.4142,1.4142,1.4142,EDGECAST,2.0
73,103.24,59554.5,84222.78,1,1.41,1.4142,1.4142,1.4142,AMAZON-02,73.0
198.5,280.72,224654,317708.73,1,1.41,1.4142,1.4142,1.4142,Akamai International B.V.,198.5
0,0.0,0,0.0,0,0.0,-1.0,-1.0,-1.0,,0.0
22,31.11,24283,34341.35,0.5,0.71,1.4142,1.4142,1.4142,AKAMAI-AS,44.0
