ORG,OCCURENCE
MICROSOFT-CORP-MSN-AS-BLOCK,4.5
FACEBOOK,9.5
CLOUDFLARENET,4.5
EDGECAST,16.0
AKAMAI-AS,5.5
RUBICONPROJECT,4.5
"SpotXchange, INC",2.5
Netic A/S,6.5
AS-PUBMATIC,15.0
TWITTER,3.0
APPLE-AUSTIN,1.5
SUCURI-SEC,2.0
AMAZON-AES,10.5
ASN-APPNEX,2.5
Adform A/S,3.5
