occurrences_mean,occurrences_std,bytes_mean,bytes_std,server_mean,server_std,bytes_co_var,occurrences_co_var,server_co_var,org,occurPerServer
83.5,113.84,39712.5,55884.77,4.5,3.54,1.4072,1.3634,0.7857,GOOGLE,18.5556
1,1.41,52,73.54,0.5,0.71,1.4142,1.4142,1.4142,FASTLY,2.0
4,5.66,709,1002.68,0.5,0.71,1.4142,1.4142,1.4142,Jisc Services Limited,8.0
9.5,13.44,4712.5,6664.48,0.5,0.71,1.4142,1.4142,1.4142,FACEBOOK,19.0
30.5,43.13,13935.5,19707.77,1,1.41,1.4142,1.4142,1.4142,AMAZON-AES,30.5
427,603.87,494354,699122.13,1,1.41,1.4142,1.4142,1.4142,AMAZON-02,427.0
0,0.0,0,0.0,0,0.0,-1.0,-1.0,-1.0,,0.0
