ORG,OCCURENCE
GOOGLE,-36
Virgin Media Limited,-3
,0
APPLE-ENGINEERING,0
EDGECAST,4
MICROSOFT-CORP-MSN-AS-BLOCK,-26
AMAZON-02,-70
AMAZON-AES,-16
