ORG,OCCURENCE
GOOGLE,-116
Jisc Services Limited,-2
CLOUDFLARENET,1
AKAMAI-AS,-7
EDGECAST,-16
AMAZON-02,-186
RUBICONPROJECT,-9
"SpotXchange, INC",-6
COGENT-174,-4
,0
