ORG,OCCURENCE
EDGECAST,3.5
RUBICONPROJECT,2.0
"SpotXchange, INC",1.0
CLOUDFLARENET,3.0
AKAMAI-AS,4.0
EBAY,18.0
SUCURI-SEC,2.0
Adform A/S,2.0
MEDIAMATH-INC,0.5
