ORG,OCCURENCE
Jisc Services Limited,1.5
EDGECAST,3.0
AKAMAI-AS,2.0
RUBICONPROJECT,1.0
"SpotXchange, INC",0.5
CLOUDFLARENET,0.5
SUCURI-SEC,0.5
EBAY,27.0
MEDIAMATH-INC,0.5
