ORG,OCCURENCE
GOOGLE,-81
FACEBOOK,-8
Jisc Services Limited,-10
AMAZON-02,-308
CLOUDFLARENET,-8
APPLE-ENGINEERING,0
AKAMAI-AS,-6
EDGECAST,-14
AMAZON-AES,-18
RUBICONPROJECT,-2
"SpotXchange, INC",-1
Netic A/S,-3
AS-PUBMATIC,-14
TWITTER,-4
Adform A/S,0
ASN-APPNEX,2
FASTLY,-724
,0
