ORG,OCCURENCE
Jisc Services Limited,20.0
FACEBOOK,24.0
CLOUDFLARENET,11.0
"SpotXchange, INC",7.0
Netic A/S,12.5
AS-PUBMATIC,16.0
RUBICONPROJECT,9.5
TWITTER,6.5
AMAZON-AES,13.5
SUCURI-SEC,5.0
COGENT-174,5.0
Adform A/S,6.5
Criteo SA,3.0
ASN-APPNEX,14.5
